,Unnamed: 0.1,Unnamed: 0,date,district,n_battles,n_explosions,n_protests,n_riots,n_strategicdev,n_violcivilians,n_conflict_total
743,743,743,2019-09-01,Bulo Burto,1.0,1.0,,,1.0,,3.0
744,744,744,2019-10-01,Bulo Burto,4.0,,,,,,4.0
745,745,745,2019-11-01,Bulo Burto,4.0,,,,,,4.0
746,746,746,2019-12-01,Bulo Burto,2.0,2.0,1.0,,,,5.0
747,747,747,2020-01-01,Bulo Burto,1.0,,,,,1.0,2.0
748,748,748,2020-02-01,Bulo Burto,1.0,2.0,,1.0,1.0,3.0,8.0
749,749,749,2020-03-01,Bulo Burto,,,,,,1.0,1.0
750,750,750,2020-04-01,Bulo Burto,1.0,,,,1.0,2.0,4.0
751,751,751,2020-05-01,Bulo Burto,4.0,,,,,1.0,5.0
752,752,752,2020-06-01,Bulo Burto,3.0,1.0,,,1.0,5.0,10.0
753,753,753,2020-07-01,Bulo Burto,8.0,,,,,,8.0
754,754,754,2020-08-01,Bulo Burto,4.0,,,,,,4.0
755,755,755,2020-09-01,Bulo Burto,2.0,2.0,,,,1.0,5.0
756,756,756,2020-10-01,Bulo Burto,4.0,,,,,1.0,5.0
757,757,757,2020-11-01,Bulo Burto,3.0,1.0,,,,,4.0
758,758,758,2020-12-01,Bulo Burto,8.0,,,,,,8.0
759,759,759,2021-01-01,Bulo Burto,2.0,1.0,,,,,3.0
760,760,760,2021-02-01,Bulo Burto,2.0,1.0,,,,1.0,4.0
761,761,761,2021-03-01,Bulo Burto,1.0,,,,1.0,1.0,3.0
762,762,762,2021-04-01,Bulo Burto,1.0,,,,,,1.0
763,763,763,2021-05-01,Bulo Burto,4.0,,,,,,4.0
764,764,764,2021-06-01,Bulo Burto,6.0,,,,,,6.0
765,765,765,2021-07-01,Bulo Burto,3.0,5.0,,,,,8.0
766,766,766,2021-09-01,Bulo Burto,1.0,1.0,,,,1.0,3.0
767,767,767,2016-10-01,Burco,,,1.0,,,,1.0
768,768,768,2016-11-01,Burco,1.0,,,,1.0,2.0,4.0
769,769,769,2017-01-01,Burco,,,,,,2.0,2.0
770,770,770,2017-02-01,Burco,,,5.0,2.0,,,7.0
771,771,771,2017-03-01,Burco,,,2.0,1.0,,1.0,4.0
772,772,772,2017-07-01,Burco,2.0,,,,1.0,,3.0
773,773,773,2017-08-01,Burco,3.0,,,,,1.0,4.0
774,774,774,2017-09-01,Burco,,,,1.0,,2.0,3.0
775,775,775,2017-10-01,Burco,,,,1.0,,3.0,4.0
776,776,776,2017-11-01,Burco,,,,4.0,,1.0,5.0
777,777,777,2018-01-01,Burco,,,2.0,,,,2.0
778,778,778,2018-02-01,Burco,,,1.0,,,,1.0
779,779,779,2018-03-01,Burco,,,1.0,1.0,,,2.0
780,780,780,2018-04-01,Burco,,,2.0,,,,2.0
781,781,781,2018-05-01,Burco,1.0,,,2.0,,,3.0
782,782,782,2018-06-01,Burco,,,1.0,,,,1.0
783,783,783,2018-12-01,Burco,,,,,1.0,,1.0
784,784,784,2019-01-01,Burco,,,,,,1.0,1.0
785,785,785,2019-02-01,Burco,,,,,,1.0,1.0
786,786,786,2019-04-01,Burco,,,1.0,,,,1.0
787,787,787,2019-05-01,Burco,,2.0,,,,,2.0
788,788,788,2019-06-01,Burco,1.0,,,1.0,,,2.0
789,789,789,2019-07-01,Burco,,,,1.0,,,1.0
790,790,790,2019-08-01,Burco,,,,,,1.0,1.0
791,791,791,2019-11-01,Burco,,,1.0,,,,1.0
792,792,792,2019-12-01,Burco,1.0,,1.0,,,,2.0
793,793,793,2020-03-01,Burco,,,1.0,,,,1.0
794,794,794,2020-05-01,Burco,,,,,,1.0,1.0
795,795,795,2020-08-01,Burco,,,1.0,,,,1.0
796,796,796,2020-10-01,Burco,,,,1.0,,,1.0
797,797,797,2020-11-01,Burco,,1.0,,,,,1.0
798,798,798,2020-12-01,Burco,,,1.0,,,,1.0
799,799,799,2021-02-01,Burco,,,1.0,,,,1.0
800,800,800,2021-04-01,Burco,,,2.0,1.0,,,3.0
801,801,801,2021-08-01,Burco,,,1.0,,,,1.0
802,802,802,2021-10-01,Burco,1.0,,,,,,1.0
803,803,803,2017-09-01,Burtinle,,,,,,1.0,1.0
804,804,804,2017-12-01,Burtinle,1.0,,,,,,1.0
805,805,805,2018-02-01,Burtinle,,,,,,1.0,1.0
806,806,806,2020-01-01,Burtinle,,,,,,1.0,1.0
807,807,807,2020-10-01,Burtinle,1.0,,,,,,1.0
808,808,808,2016-10-01,Buuhoodle,2.0,,1.0,,1.0,,4.0
809,809,809,2016-11-01,Buuhoodle,,,,,,2.0,2.0
810,810,810,2016-12-01,Buuhoodle,1.0,,,,,2.0,3.0
811,811,811,2017-01-01,Buuhoodle,2.0,,,,,3.0,5.0
812,812,812,2017-02-01,Buuhoodle,,,,,1.0,,1.0
813,813,813,2017-03-01,Buuhoodle,,,2.0,,,,2.0
814,814,814,2017-04-01,Buuhoodle,2.0,,,,,,2.0
815,815,815,2017-05-01,Buuhoodle,,,,,1.0,,1.0
816,816,816,2017-07-01,Buuhoodle,,,1.0,,,,1.0
817,817,817,2017-08-01,Buuhoodle,3.0,,2.0,,,,5.0
818,818,818,2017-09-01,Buuhoodle,1.0,,,,,,1.0
819,819,819,2017-10-01,Buuhoodle,1.0,,3.0,,,,4.0
820,820,820,2017-11-01,Buuhoodle,,,,,1.0,1.0,2.0
821,821,821,2018-02-01,Buuhoodle,,,,,1.0,,1.0
822,822,822,2018-03-01,Buuhoodle,2.0,,,,,,2.0
823,823,823,2018-05-01,Buuhoodle,,,1.0,,,,1.0
824,824,824,2018-08-01,Buuhoodle,,1.0,,,,,1.0
825,825,825,2018-09-01,Buuhoodle,3.0,,,,,1.0,4.0
826,826,826,2018-10-01,Buuhoodle,1.0,,,,,,1.0
827,827,827,2018-11-01,Buuhoodle,1.0,,,,,,1.0
828,828,828,2018-12-01,Buuhoodle,1.0,,,,,2.0,3.0
829,829,829,2019-02-01,Buuhoodle,,,,,,1.0,1.0
830,830,830,2019-03-01,Buuhoodle,1.0,,,,1.0,,2.0
831,831,831,2019-05-01,Buuhoodle,1.0,,,,,,1.0
832,832,832,2019-10-01,Buuhoodle,,,,,,1.0,1.0
833,833,833,2019-12-01,Buuhoodle,,1.0,,,,,1.0
834,834,834,2020-03-01,Buuhoodle,1.0,,,,,,1.0
835,835,835,2020-06-01,Buuhoodle,2.0,,1.0,,1.0,1.0,5.0
836,836,836,2020-07-01,Buuhoodle,2.0,,,,,,2.0
837,837,837,2020-08-01,Buuhoodle,,,,,1.0,,1.0
838,838,838,2020-11-01,Buuhoodle,,,,,,1.0,1.0
839,839,839,2020-12-01,Buuhoodle,,,1.0,,,,1.0
840,840,840,2021-01-01,Buuhoodle,1.0,,1.0,,,3.0,5.0
841,841,841,2021-02-01,Buuhoodle,1.0,,,,,2.0,3.0
842,842,842,2021-04-01,Buuhoodle,1.0,,,,,1.0,2.0
843,843,843,2016-10-01,Buur Hakaba,,4.0,,,,2.0,6.0
844,844,844,2016-11-01,Buur Hakaba,,3.0,,,,,3.0
845,845,845,2016-12-01,Buur Hakaba,2.0,2.0,,,,,4.0
846,846,846,2017-01-01,Buur Hakaba,5.0,5.0,,,,,10.0
847,847,847,2017-02-01,Buur Hakaba,3.0,1.0,,,,,4.0
848,848,848,2017-03-01,Buur Hakaba,,1.0,,,1.0,,2.0
849,849,849,2017-04-01,Buur Hakaba,2.0,2.0,,,,1.0,5.0
850,850,850,2017-05-01,Buur Hakaba,3.0,1.0,,,,1.0,5.0
851,851,851,2017-06-01,Buur Hakaba,,,,,1.0,1.0,2.0
852,852,852,2017-08-01,Buur Hakaba,,2.0,,,2.0,,4.0
853,853,853,2017-09-01,Buur Hakaba,1.0,,,,,1.0,2.0
854,854,854,2017-11-01,Buur Hakaba,3.0,1.0,,,,,4.0
855,855,855,2017-12-01,Buur Hakaba,2.0,,,,,,2.0
856,856,856,2018-01-01,Buur Hakaba,3.0,,,,1.0,,4.0
857,857,857,2018-03-01,Buur Hakaba,1.0,,,,,,1.0
858,858,858,2018-04-01,Buur Hakaba,,,,,1.0,,1.0
859,859,859,2018-05-01,Buur Hakaba,2.0,,,,,,2.0
860,860,860,2018-08-01,Buur Hakaba,1.0,1.0,,,,1.0,3.0
861,861,861,2018-09-01,Buur Hakaba,1.0,1.0,,,,1.0,3.0
862,862,862,2018-10-01,Buur Hakaba,,1.0,,,,,1.0
863,863,863,2018-11-01,Buur Hakaba,1.0,,,,,,1.0
864,864,864,2018-12-01,Buur Hakaba,,1.0,,,,1.0,2.0
865,865,865,2019-01-01,Buur Hakaba,3.0,3.0,,,1.0,1.0,8.0
866,866,866,2019-02-01,Buur Hakaba,1.0,,,,,,1.0
867,867,867,2019-03-01,Buur Hakaba,1.0,2.0,,,,,3.0
868,868,868,2019-04-01,Buur Hakaba,1.0,4.0,,,1.0,1.0,7.0
869,869,869,2019-06-01,Buur Hakaba,6.0,1.0,,,,2.0,9.0
870,870,870,2019-07-01,Buur Hakaba,1.0,1.0,,,,1.0,3.0
871,871,871,2019-08-01,Buur Hakaba,1.0,,,,,,1.0
872,872,872,2019-09-01,Buur Hakaba,1.0,1.0,,,,1.0,3.0
873,873,873,2019-10-01,Buur Hakaba,,1.0,,,,,1.0
874,874,874,2019-11-01,Buur Hakaba,,,,,,1.0,1.0
875,875,875,2020-02-01,Buur Hakaba,1.0,,,,,,1.0
876,876,876,2020-03-01,Buur Hakaba,4.0,2.0,,,1.0,1.0,8.0
877,877,877,2020-04-01,Buur Hakaba,1.0,2.0,,,,,3.0
878,878,878,2020-05-01,Buur Hakaba,1.0,1.0,,,,,2.0
879,879,879,2020-06-01,Buur Hakaba,1.0,1.0,,,,2.0,4.0
880,880,880,2020-07-01,Buur Hakaba,,1.0,,,,1.0,2.0
881,881,881,2020-09-01,Buur Hakaba,3.0,1.0,,,,,4.0
882,882,882,2020-10-01,Buur Hakaba,1.0,,,,,,1.0
883,883,883,2020-11-01,Buur Hakaba,2.0,1.0,1.0,,,2.0,6.0
884,884,884,2020-12-01,Buur Hakaba,,1.0,,,,,1.0
885,885,885,2021-01-01,Buur Hakaba,2.0,2.0,,,,1.0,5.0
886,886,886,2021-02-01,Buur Hakaba,,,,,,1.0,1.0
887,887,887,2021-03-01,Buur Hakaba,,2.0,,,,,2.0
888,888,888,2021-04-01,Buur Hakaba,,,,,,1.0,1.0
889,889,889,2021-05-01,Buur Hakaba,1.0,,,,,,1.0
890,890,890,2021-06-01,Buur Hakaba,,,,,,1.0,1.0
891,891,891,2021-07-01,Buur Hakaba,1.0,,,,,1.0,2.0
892,892,892,2021-08-01,Buur Hakaba,1.0,,,,,,1.0
893,893,893,2021-09-01,Buur Hakaba,1.0,1.0,,,,1.0,3.0
894,894,894,2016-10-01,Cabudwaaq,1.0,,1.0,,,1.0,3.0
895,895,895,2016-11-01,Cabudwaaq,3.0,,,,,2.0,5.0
896,896,896,2016-12-01,Cabudwaaq,,,,,,1.0,1.0
897,897,897,2017-01-01,Cabudwaaq,2.0,,,,,3.0,5.0
898,898,898,2017-02-01,Cabudwaaq,,,,,,2.0,2.0
899,899,899,2017-03-01,Cabudwaaq,,,,,,1.0,1.0
900,900,900,2017-04-01,Cabudwaaq,,,,,,1.0,1.0
901,901,901,2017-05-01,Cabudwaaq,,,,,,2.0,2.0
902,902,902,2017-06-01,Cabudwaaq,1.0,,,,,1.0,2.0
903,903,903,2017-07-01,Cabudwaaq,1.0,,,1.0,,,2.0
904,904,904,2017-08-01,Cabudwaaq,7.0,1.0,,,,3.0,11.0
905,905,905,2017-10-01,Cabudwaaq,,,1.0,,,,1.0
906,906,906,2017-11-01,Cabudwaaq,1.0,,,,,1.0,2.0
907,907,907,2017-12-01,Cabudwaaq,,,,,,1.0,1.0
908,908,908,2018-01-01,Cabudwaaq,,,,,,1.0,1.0
909,909,909,2018-04-01,Cabudwaaq,2.0,,,,,,2.0
910,910,910,2018-05-01,Cabudwaaq,1.0,,,,,,1.0
911,911,911,2018-06-01,Cabudwaaq,,,,,,1.0,1.0
912,912,912,2018-08-01,Cabudwaaq,,,,,1.0,,1.0
913,913,913,2018-10-01,Cabudwaaq,,,,,1.0,,1.0
914,914,914,2018-12-01,Cabudwaaq,,,,,,1.0,1.0
915,915,915,2019-03-01,Cabudwaaq,1.0,,,,,,1.0
916,916,916,2019-04-01,Cabudwaaq,,,,,1.0,,1.0
917,917,917,2019-06-01,Cabudwaaq,,,,,,1.0,1.0
918,918,918,2019-10-01,Cabudwaaq,,,,,,2.0,2.0
919,919,919,2020-01-01,Cabudwaaq,1.0,,,,,,1.0
920,920,920,2020-04-01,Cabudwaaq,,,,1.0,,,1.0
921,921,921,2020-05-01,Cabudwaaq,,,1.0,,,1.0,2.0
922,922,922,2020-06-01,Cabudwaaq,,,,,,1.0,1.0
923,923,923,2020-07-01,Cabudwaaq,,,,,1.0,,1.0
924,924,924,2020-09-01,Cabudwaaq,,,1.0,,,,1.0
925,925,925,2020-10-01,Cabudwaaq,,1.0,,,,1.0,2.0
926,926,926,2020-11-01,Cabudwaaq,1.0,,,,,1.0,2.0
927,927,927,2020-12-01,Cabudwaaq,1.0,,,,,1.0,2.0
928,928,928,2021-01-01,Cabudwaaq,,,,,,2.0,2.0
929,929,929,2021-02-01,Cabudwaaq,1.0,,,,,1.0,2.0
930,930,930,2021-03-01,Cabudwaaq,1.0,,,,,2.0,3.0
931,931,931,2021-04-01,Cabudwaaq,,,,,,2.0,2.0
932,932,932,2021-05-01,Cabudwaaq,1.0,,,,,3.0,4.0
933,933,933,2021-06-01,Cabudwaaq,,,,,,2.0,2.0
934,934,934,2021-08-01,Cabudwaaq,,,,,,2.0,2.0
935,935,935,2021-09-01,Cabudwaaq,3.0,,,,,2.0,5.0
936,936,936,2021-10-01,Cabudwaaq,1.0,,,,,1.0,2.0
937,937,937,2016-11-01,Cadaado,1.0,,1.0,,,1.0,3.0
938,938,938,2016-12-01,Cadaado,,,,,,1.0,1.0
939,939,939,2017-01-01,Cadaado,1.0,,,,,,1.0
940,940,940,2017-03-01,Cadaado,1.0,,2.0,,1.0,2.0,6.0
941,941,941,2017-05-01,Cadaado,,,1.0,,,,1.0
942,942,942,2017-06-01,Cadaado,1.0,,,,,1.0,2.0
943,943,943,2017-07-01,Cadaado,1.0,,,,,1.0,2.0
944,944,944,2017-08-01,Cadaado,1.0,,,,,,1.0
945,945,945,2017-09-01,Cadaado,,,1.0,1.0,1.0,,3.0
946,946,946,2017-10-01,Cadaado,1.0,,1.0,,,,2.0
947,947,947,2017-11-01,Cadaado,,,,,,1.0,1.0
948,948,948,2018-01-01,Cadaado,,,1.0,,,,1.0
949,949,949,2018-03-01,Cadaado,1.0,,,,,,1.0
950,950,950,2018-05-01,Cadaado,1.0,,,,1.0,,2.0
951,951,951,2018-06-01,Cadaado,1.0,,,,,,1.0
952,952,952,2018-08-01,Cadaado,1.0,,,,,1.0,2.0
953,953,953,2018-09-01,Cadaado,2.0,,,,,,2.0
954,954,954,2018-10-01,Cadaado,,,1.0,,,,1.0
955,955,955,2018-11-01,Cadaado,2.0,,,,1.0,2.0,5.0
956,956,956,2018-12-01,Cadaado,2.0,,,,,,2.0
957,957,957,2019-02-01,Cadaado,,1.0,,,,,1.0
958,958,958,2019-03-01,Cadaado,1.0,,,,,,1.0
959,959,959,2019-09-01,Cadaado,,,1.0,,,,1.0
960,960,960,2019-10-01,Cadaado,,,,,,1.0,1.0
961,961,961,2019-11-01,Cadaado,,,,,1.0,,1.0
962,962,962,2020-02-01,Cadaado,1.0,,,,,,1.0
963,963,963,2020-04-01,Cadaado,2.0,,,,1.0,,3.0
964,964,964,2020-05-01,Cadaado,1.0,,,,,,1.0
965,965,965,2020-09-01,Cadaado,1.0,,,,1.0,,2.0
966,966,966,2020-10-01,Cadaado,1.0,,1.0,1.0,,,3.0
967,967,967,2020-11-01,Cadaado,1.0,,,,,,1.0
968,968,968,2021-01-01,Cadaado,,,,,,1.0,1.0
969,969,969,2021-03-01,Cadaado,1.0,,,,,1.0,2.0
970,970,970,2021-05-01,Cadaado,1.0,,,,,,1.0
971,971,971,2021-06-01,Cadaado,1.0,,,,,,1.0
972,972,972,2021-07-01,Cadaado,,,1.0,,,,1.0
973,973,973,2021-08-01,Cadaado,1.0,,,,,,1.0
974,974,974,2021-09-01,Cadaado,1.0,,,,,,1.0
975,975,975,2016-11-01,Cadale,1.0,,,,1.0,1.0,3.0
976,976,976,2016-12-01,Cadale,,1.0,,,,,1.0
977,977,977,2017-01-01,Cadale,,,,,,1.0,1.0
978,978,978,2017-02-01,Cadale,2.0,,1.0,,,2.0,5.0
979,979,979,2017-04-01,Cadale,,1.0,,,,,1.0
980,980,980,2017-05-01,Cadale,1.0,,,,,,1.0
981,981,981,2017-07-01,Cadale,2.0,,,,,,2.0
982,982,982,2017-10-01,Cadale,,1.0,,,,,1.0
983,983,983,2018-07-01,Cadale,2.0,,,,,2.0,4.0
984,984,984,2018-10-01,Cadale,,,,,,1.0,1.0
985,985,985,2018-11-01,Cadale,1.0,,,,,,1.0
986,986,986,2018-12-01,Cadale,6.0,,,,,1.0,7.0
987,987,987,2019-01-01,Cadale,3.0,,,,1.0,3.0,7.0
988,988,988,2019-02-01,Cadale,2.0,,,,,1.0,3.0
989,989,989,2019-03-01,Cadale,2.0,,,,,1.0,3.0
990,990,990,2019-04-01,Cadale,,,,,,1.0,1.0
991,991,991,2019-05-01,Cadale,3.0,,,,1.0,,4.0
992,992,992,2019-06-01,Cadale,2.0,,,,,1.0,3.0
993,993,993,2019-07-01,Cadale,2.0,,,,,1.0,3.0
994,994,994,2019-08-01,Cadale,3.0,1.0,,,1.0,1.0,6.0
995,995,995,2019-09-01,Cadale,,1.0,,,,,1.0
996,996,996,2019-10-01,Cadale,,1.0,,,,,1.0
997,997,997,2019-11-01,Cadale,3.0,1.0,,,,1.0,5.0
998,998,998,2019-12-01,Cadale,3.0,1.0,,,,,4.0
999,999,999,2020-01-01,Cadale,2.0,1.0,,,1.0,,4.0
1000,1000,1000,2020-02-01,Cadale,3.0,,,,2.0,1.0,6.0
1001,1001,1001,2020-05-01,Cadale,1.0,,,,,,1.0
1002,1002,1002,2020-07-01,Cadale,1.0,,,,,1.0,2.0
1003,1003,1003,2020-09-01,Cadale,2.0,,,,1.0,,3.0
1004,1004,1004,2020-10-01,Cadale,,,,,,2.0,2.0
1005,1005,1005,2020-11-01,Cadale,3.0,,,,,1.0,4.0
1006,1006,1006,2020-12-01,Cadale,1.0,,,,,,1.0
1007,1007,1007,2021-02-01,Cadale,2.0,,,,,,2.0
1008,1008,1008,2021-07-01,Cadale,1.0,,,,,,1.0
1009,1009,1009,2017-06-01,Caluula,1.0,,,,,,1.0
1010,1010,1010,2017-08-01,Caluula,,1.0,,,,,1.0
1011,1011,1011,2018-01-01,Caluula,,1.0,,,,,1.0
1012,1012,1012,2018-03-01,Caluula,,,,,,1.0,1.0
1013,1013,1013,2019-04-01,Caluula,,1.0,,,,,1.0
1014,1014,1014,2019-11-01,Caluula,,,,,,1.0,1.0
1015,1015,1015,2020-08-01,Caluula,1.0,,,,,,1.0
1016,1016,1016,2016-10-01,Caynabo,,,,1.0,,,1.0
1017,1017,1017,2017-01-01,Caynabo,,,,,,1.0,1.0
1018,1018,1018,2017-07-01,Caynabo,,,,1.0,,,1.0
1019,1019,1019,2017-09-01,Caynabo,,,,1.0,,1.0,2.0
1020,1020,1020,2017-10-01,Caynabo,,,1.0,,1.0,,2.0
1021,1021,1021,2017-11-01,Caynabo,,,1.0,,,2.0,3.0
1022,1022,1022,2018-02-01,Caynabo,,,,,1.0,,1.0
1023,1023,1023,2018-04-01,Caynabo,1.0,,1.0,,,1.0,3.0
1024,1024,1024,2018-09-01,Caynabo,,,,,,1.0,1.0
1025,1025,1025,2019-07-01,Caynabo,,,1.0,,,,1.0
1026,1026,1026,2019-12-01,Caynabo,,,,1.0,,,1.0
1027,1027,1027,2020-05-01,Caynabo,,,,,,1.0,1.0
1028,1028,1028,2020-06-01,Caynabo,,,2.0,,,,2.0
1029,1029,1029,2020-11-01,Caynabo,,,1.0,,,,1.0
1030,1030,1030,2016-12-01,Ceel Afweyn,1.0,,,,,,1.0
1031,1031,1031,2017-01-01,Ceel Afweyn,1.0,,,,,,1.0
1032,1032,1032,2017-02-01,Ceel Afweyn,,,,,,1.0,1.0
1033,1033,1033,2017-06-01,Ceel Afweyn,1.0,,,,,,1.0
1034,1034,1034,2017-07-01,Ceel Afweyn,,,,,,1.0,1.0
1035,1035,1035,2017-09-01,Ceel Afweyn,,,,,,1.0,1.0
1036,1036,1036,2017-10-01,Ceel Afweyn,1.0,,,,,,1.0
1037,1037,1037,2017-11-01,Ceel Afweyn,1.0,,,,,,1.0
1038,1038,1038,2017-12-01,Ceel Afweyn,,,1.0,,,,1.0
1039,1039,1039,2018-01-01,Ceel Afweyn,2.0,,,,,,2.0
1040,1040,1040,2018-03-01,Ceel Afweyn,,,1.0,,2.0,,3.0
1041,1041,1041,2018-04-01,Ceel Afweyn,1.0,,1.0,1.0,,,3.0
1042,1042,1042,2018-05-01,Ceel Afweyn,3.0,,,,,,3.0
1043,1043,1043,2018-06-01,Ceel Afweyn,3.0,,,,,,3.0
1044,1044,1044,2018-07-01,Ceel Afweyn,,,,,,3.0,3.0
1045,1045,1045,2018-09-01,Ceel Afweyn,,,,,,2.0,2.0
1046,1046,1046,2018-11-01,Ceel Afweyn,2.0,,,,,,2.0
1047,1047,1047,2018-12-01,Ceel Afweyn,,,,,,1.0,1.0
1048,1048,1048,2019-04-01,Ceel Afweyn,1.0,,,,,,1.0
1049,1049,1049,2019-06-01,Ceel Afweyn,1.0,,,,,,1.0
1050,1050,1050,2019-07-01,Ceel Afweyn,5.0,,1.0,,,,6.0
1051,1051,1051,2019-08-01,Ceel Afweyn,,,,,,1.0,1.0
1052,1052,1052,2019-09-01,Ceel Afweyn,2.0,,,,,,2.0
1053,1053,1053,2019-10-01,Ceel Afweyn,1.0,,,,,,1.0
1054,1054,1054,2019-12-01,Ceel Afweyn,,,,,1.0,,1.0
1055,1055,1055,2020-03-01,Ceel Afweyn,1.0,,,,,,1.0
1056,1056,1056,2020-04-01,Ceel Afweyn,1.0,,,,,,1.0
1057,1057,1057,2020-06-01,Ceel Afweyn,,,,,,1.0,1.0
1058,1058,1058,2020-08-01,Ceel Afweyn,1.0,,,,,,1.0
1059,1059,1059,2020-09-01,Ceel Afweyn,1.0,,,,,,1.0
1060,1060,1060,2021-07-01,Ceel Afweyn,1.0,,,,,,1.0
1061,1061,1061,2021-08-01,Ceel Afweyn,1.0,,,,,,1.0
1062,1062,1062,2017-01-01,Ceel Barde,1.0,,,,,1.0,2.0
1063,1063,1063,2017-03-01,Ceel Barde,1.0,,,,,,1.0
1064,1064,1064,2017-05-01,Ceel Barde,,,,,1.0,2.0,3.0
1065,1065,1065,2017-11-01,Ceel Barde,,,,,,1.0,1.0
1066,1066,1066,2018-07-01,Ceel Barde,,1.0,,,,,1.0
1067,1067,1067,2018-10-01,Ceel Barde,1.0,,,,,,1.0
1068,1068,1068,2019-04-01,Ceel Barde,,1.0,,,,,1.0
1069,1069,1069,2019-07-01,Ceel Barde,,1.0,,,,,1.0
1070,1070,1070,2019-08-01,Ceel Barde,1.0,,,,,,1.0
1071,1071,1071,2019-11-01,Ceel Barde,1.0,,,,,,1.0
1072,1072,1072,2019-12-01,Ceel Barde,,,,,,1.0,1.0
1073,1073,1073,2020-01-01,Ceel Barde,,1.0,,,,,1.0
1074,1074,1074,2020-11-01,Ceel Barde,,,,,,1.0,1.0
1075,1075,1075,2020-12-01,Ceel Barde,3.0,,,,,,3.0
1076,1076,1076,2021-01-01,Ceel Barde,,2.0,,,,1.0,3.0
1077,1077,1077,2021-04-01,Ceel Barde,,,,,,1.0,1.0
1078,1078,1078,2016-10-01,Ceel Buur,2.0,,,,,1.0,3.0
1079,1079,1079,2016-11-01,Ceel Buur,1.0,,,,,1.0,2.0
1080,1080,1080,2017-03-01,Ceel Buur,2.0,1.0,,,1.0,,4.0
1081,1081,1081,2017-04-01,Ceel Buur,,,,,1.0,,1.0
1082,1082,1082,2017-05-01,Ceel Buur,,,,,,1.0,1.0
1083,1083,1083,2017-09-01,Ceel Buur,,,,,1.0,,1.0
1084,1084,1084,2017-10-01,Ceel Buur,,,,,,2.0,2.0
1085,1085,1085,2017-12-01,Ceel Buur,,,,,,1.0,1.0
1086,1086,1086,2018-03-01,Ceel Buur,,,1.0,,,,1.0
1087,1087,1087,2018-04-01,Ceel Buur,,1.0,,,,,1.0
1088,1088,1088,2018-12-01,Ceel Buur,,,,,,1.0,1.0
1089,1089,1089,2019-02-01,Ceel Buur,,,,,,1.0,1.0
1090,1090,1090,2019-05-01,Ceel Buur,,,,,,2.0,2.0
1091,1091,1091,2019-06-01,Ceel Buur,1.0,,,,,,1.0
1092,1092,1092,2019-10-01,Ceel Buur,1.0,,,,,,1.0
1093,1093,1093,2020-01-01,Ceel Buur,,2.0,,,,,2.0
1094,1094,1094,2020-04-01,Ceel Buur,,,,,,1.0,1.0
1095,1095,1095,2020-05-01,Ceel Buur,,,,,,2.0,2.0
1096,1096,1096,2020-06-01,Ceel Buur,1.0,,,,,1.0,2.0
1097,1097,1097,2020-08-01,Ceel Buur,1.0,,,,,,1.0
1098,1098,1098,2020-11-01,Ceel Buur,,,2.0,,,,2.0
1099,1099,1099,2020-12-01,Ceel Buur,1.0,,,,,1.0,2.0
1100,1100,1100,2021-03-01,Ceel Buur,,,,,,1.0,1.0
1101,1101,1101,2021-08-01,Ceel Buur,,,,,,1.0,1.0
1102,1102,1102,2017-05-01,Ceel Dheer,1.0,,,,,,1.0
1103,1103,1103,2017-12-01,Ceel Dheer,,,,,1.0,,1.0
1104,1104,1104,2018-02-01,Ceel Dheer,,1.0,,,,,1.0
1105,1105,1105,2019-06-01,Ceel Dheer,1.0,,,,,,1.0
1106,1106,1106,2019-11-01,Ceel Dheer,,,,,,1.0,1.0
1107,1107,1107,2020-06-01,Ceel Dheer,,,,,,1.0,1.0
1108,1108,1108,2020-09-01,Ceel Dheer,1.0,,,,,,1.0
1109,1109,1109,2020-10-01,Ceel Dheer,1.0,,,,,,1.0
1110,1110,1110,2021-01-01,Ceel Dheer,,1.0,,,,,1.0
1111,1111,1111,2021-02-01,Ceel Dheer,,1.0,,,,,1.0
1112,1112,1112,2016-11-01,Ceel Waaq,,1.0,,,,,1.0
1113,1113,1113,2016-12-01,Ceel Waaq,1.0,,,,1.0,1.0,3.0
1114,1114,1114,2017-01-01,Ceel Waaq,3.0,,,,,,3.0
1115,1115,1115,2017-02-01,Ceel Waaq,3.0,1.0,,,,,4.0
1116,1116,1116,2017-03-01,Ceel Waaq,2.0,1.0,,,1.0,,4.0
1117,1117,1117,2017-04-01,Ceel Waaq,1.0,2.0,,,,,3.0
1118,1118,1118,2017-05-01,Ceel Waaq,,1.0,,,,,1.0
1119,1119,1119,2017-06-01,Ceel Waaq,2.0,3.0,,,,,5.0
1120,1120,1120,2017-07-01,Ceel Waaq,1.0,,,,,,1.0
1121,1121,1121,2017-08-01,Ceel Waaq,1.0,,,,,,1.0
1122,1122,1122,2017-09-01,Ceel Waaq,2.0,,,,2.0,2.0,6.0
1123,1123,1123,2017-10-01,Ceel Waaq,1.0,,,,,,1.0
1124,1124,1124,2017-11-01,Ceel Waaq,,,,,,1.0,1.0
1125,1125,1125,2017-12-01,Ceel Waaq,,1.0,,,,,1.0
1126,1126,1126,2018-01-01,Ceel Waaq,2.0,3.0,,,,,5.0
1127,1127,1127,2018-02-01,Ceel Waaq,2.0,1.0,,,1.0,,4.0
1128,1128,1128,2018-03-01,Ceel Waaq,2.0,2.0,,,,,4.0
