,date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
0,1995-07-01,Adan Yabaal,,,,,,,,220.0,,
1,1995-07-01,Afgooye,,,16.381,,,,,409.0,,
2,1995-07-01,Afmadow,,,,,,,,,,
3,1995-07-01,Baardheere,,,138.0,,,,,5.18,,
4,1995-07-01,Badhaadhe,,,,,,,,,,
5,1995-07-01,Balcad,,,4.235,,,,,922.0,,
6,1995-07-01,Baraawe,,,402.0,,,,,,,
7,1995-07-01,Baidoa,,,,,,,,10.047,,
8,1995-07-01,Belet Weyne,,,518.0,,,,,2.762,,
9,1995-07-01,Belet Xaawo,,,2.0,,,,,343.0,,
10,1995-07-01,Borama,,,,,,,,,,
11,1995-07-01,Bu'aale,,,964.0,,,,,409.0,,
12,1995-07-01,Bulo Burto,,,690.0,,,,,1.987,,
13,1995-07-01,Burco,,,,,,,,,,
14,1995-07-01,Buur Hakaba,,,,,,,,7.149,,
15,1995-07-01,Cadale,,,,,,,,,,
16,1995-07-01,Ceel Buur,,,,,,,,,,
17,1995-07-01,Ceel Dheer,,,,,,,,,,
18,1995-07-01,Diinsoor,,,,,,,,4.4,,
19,1995-07-01,Doolow,,,45.0,,,,,1.27,,
20,1995-07-01,Ceel Barde,,,,,,,,,,
21,1995-07-01,Garbahaarey,,,38.0,,,,,6.0,,
22,1995-07-01,Gebiley,,,,,,,,,,
23,1995-07-01,Baki,,,,,,,,,,
24,1995-07-01,Hargeysa,,,,,,,,,,
25,1995-07-01,Hobyo,,,,,,,,,,
26,1995-07-01,Jalalaqsi,,,2.545,,,,,926.0,,
27,1995-07-01,Jamaame,,,6.188,,,,,,,
28,1995-07-01,Jilib,,,2.819,,,,,522.0,,
29,1995-07-01,Jowhar,,,11.621,,,,,2.742,,
30,1995-07-01,Kismaayo,,,233.0,,,,,7.0,,
31,1995-07-01,Kurtunwaarey,,,289.0,,,,,,,
32,1995-07-01,Luuq,,,128.0,,,,,20.0,,
33,1995-07-01,Marka,,,18.224,,,,,1.107,,
34,1995-07-01,Owdweyne,,,,,,,,,,
35,1995-07-01,Qansax Dheere,,,,,,,,8.403,,
36,1995-07-01,Qoryooley,,,18.728,,,,,4.0,,
37,1995-07-01,Rab Dhuure,,,,,,,,,,
38,1995-07-01,Saakow,,,1.308,,,,,3.708,,
39,1995-07-01,Sablaale,,,202.0,,,,,,,
40,1995-07-01,Sheikh,,,,,,,,,,
41,1995-07-01,Tayeeglow,,,511.0,,,,,2.724,,
42,1995-07-01,Waajid,,,,,,,,367.0,,
43,1995-07-01,Wanla Weyn,,,2.459,,,,,5.524,,
44,1995-07-01,Xarardheere,,,,,,,,,,
45,1995-07-01,Xudur,,,,,,,,1.459,,
46,1996-01-01,Adan Yabaal,,,,,,,,390.0,,
47,1996-01-01,Afgooye,,,6.369,,,,,7.5,,
48,1996-01-01,Afmadow,,,,,,,,800.0,,
49,1996-01-01,Baardheere,,,47.0,,,,,1.2,,
50,1996-01-01,Badhaadhe,,,,,,,,,,
51,1996-01-01,Balcad,,,2.355,,,,,1.68,,
52,1996-01-01,Baraawe,,,337.0,,,,,,,
53,1996-01-01,Baidoa,,,,,,,,5.07,,
54,1996-01-01,Belet Weyne,,,131.0,,,,,900.0,,
55,1996-01-01,Belet Xaawo,,,1.0,,,,,40.0,,
56,1996-01-01,Borama,,,,,,,,,,
57,1996-01-01,Bu'aale,,,97.0,,,,,441.0,,
58,1996-01-01,Bulo Burto,,,339.0,,,,,2.25,,
59,1996-01-01,Burco,,,,,,,,,,
60,1996-01-01,Buur Hakaba,,,,,,,,3.0,,
61,1996-01-01,Cadale,,,,,,,,,,
62,1996-01-01,Ceel Buur,,,,,,,,,,
63,1996-01-01,Ceel Dheer,,,,,,,,,,
64,1996-01-01,Diinsoor,,,,,,,,12.22,,
65,1996-01-01,Doolow,,,15.0,,,,,,,
66,1996-01-01,Ceel Barde,,,,,,,,,,
67,1996-01-01,Garbahaarey,,,13.0,,,,,40.0,,
68,1996-01-01,Gebiley,,,,,,,,,,
69,1996-01-01,Baki,,,270.0,,,,,,,
70,1996-01-01,Hargeysa,,,,,,,,,,
71,1996-01-01,Hobyo,,,,,,,,,,
72,1996-01-01,Jalalaqsi,,,449.0,,,,,600.0,,
73,1996-01-01,Jamaame,,,881.0,,,,,,,
74,1996-01-01,Jilib,,,2.182,,,,,350.0,,
75,1996-01-01,Jowhar,,,4.57,,,,,2.8,,
76,1996-01-01,Kismaayo,,,79.0,,,,,,,
77,1996-01-01,Kurtunwaarey,,,549.0,,,,,,,
78,1996-01-01,Luuq,,,44.0,,,,,400.0,,
79,1996-01-01,Marka,,,2.557,,,,,2.2,,
80,1996-01-01,Owdweyne,,,,,,,,,,
81,1996-01-01,Qansax Dheere,,,,,,,,17.5,,
82,1996-01-01,Qoryooley,,,10.15,,,,,1.8,,
83,1996-01-01,Rab Dhuure,,,,,,,,,,
84,1996-01-01,Saakow,,,231.0,,,,,1.25,,
85,1996-01-01,Sablaale,,,419.0,,,,,,,
86,1996-01-01,Sheikh,,,,,,,,,,
87,1996-01-01,Tayeeglow,,,,,,,,740.0,,
88,1996-01-01,Waajid,,,,,,,,200.0,,
89,1996-01-01,Wanla Weyn,,,451.0,,,,,8.4,,
90,1996-01-01,Xarardheere,,,,,,,,,,
91,1996-01-01,Xudur,,,,,,,,200.0,,
92,1996-07-01,Adan Yabaal,,,,,,,,,,
93,1996-07-01,Afgooye,,,20.17,,,,,197.0,,
94,1996-07-01,Afmadow,,,,,,,,,,
95,1996-07-01,Baardheere,,,1.438,,,,,2.113,,
96,1996-07-01,Badhaadhe,,,,,,,,,,
97,1996-07-01,Balcad,,,4.219,,,,,1.648,,
98,1996-07-01,Baraawe,,,548.0,,,,,,,
99,1996-07-01,Baidoa,,,2.6,,,,,35.515,,
100,1996-07-01,Belet Weyne,,,1.122,,,,,1.129,,
101,1996-07-01,Belet Xaawo,,,93.0,,,,,103.0,,
102,1996-07-01,Borama,,,,,,,,,,
103,1996-07-01,Bu'aale,,,1.171,,,,,352.0,,
104,1996-07-01,Bulo Burto,,,556.0,,,,,2.582,,
105,1996-07-01,Burco,,,,,,,,,,
106,1996-07-01,Buur Hakaba,,,90.0,,,,,19.417,,
107,1996-07-01,Cadale,,,,,,,,,,
108,1996-07-01,Ceel Buur,,,,,,,,,,
109,1996-07-01,Ceel Dheer,,,,,,,,,,
110,1996-07-01,Diinsoor,,,900.0,,,,,9.036,,
111,1996-07-01,Doolow,,,176.0,,,,,43.0,,
112,1996-07-01,Ceel Barde,,,,,,,,,,
113,1996-07-01,Garbahaarey,,,52.0,,,,,12.0,,
114,1996-07-01,Gebiley,,,,,,,,,,
115,1996-07-01,Baki,,,,,,,,,,
116,1996-07-01,Hargeysa,,,,,,,,,,
117,1996-07-01,Hobyo,,,,,,,,,,
118,1996-07-01,Jalalaqsi,,,407.0,,,,,439.0,,
119,1996-07-01,Jamaame,,,3.744,,,,,,,
120,1996-07-01,Jilib,,,6.179,,,,,5.0,,
121,1996-07-01,Jowhar,,,9.56,,,,,2.072,,
122,1996-07-01,Kismaayo,,,318.0,,,,,14.0,,
123,1996-07-01,Kurtunwaarey,,,394.0,,,,,,,
124,1996-07-01,Luuq,,,175.0,,,,,37.0,,
125,1996-07-01,Marka,,,23.929,,,,,56.0,,
126,1996-07-01,Owdweyne,,,,,,,,,,
127,1996-07-01,Qansax Dheere,,,4.4,,,,,18.222,,
128,1996-07-01,Qoryooley,,,14.167,,,,,128.0,,
129,1996-07-01,Rab Dhuure,,,,,,,,,,
130,1996-07-01,Saakow,,,673.0,,,,,2.713,,
131,1996-07-01,Sablaale,,,276.0,,,,,,,
132,1996-07-01,Sheikh,,,,,,,,,,
133,1996-07-01,Tayeeglow,,,200.0,,,,,2.614,,
134,1996-07-01,Waajid,,,15.0,,,,,580.0,,
135,1996-07-01,Wanla Weyn,,,701.0,,,,,3.746,,
136,1996-07-01,Xarardheere,,,,,,,,,,
137,1996-07-01,Xudur,,,300.0,,,,,1.418,,
138,1997-01-01,Adan Yabaal,,,,,,,,,,
139,1997-01-01,Afgooye,,,3.88,,,,,161.0,,
140,1997-01-01,Afmadow,,,,,,,,,,
141,1997-01-01,Baardheere,,,1.026,,,,,124.0,,
142,1997-01-01,Badhaadhe,,,,,,,,,,
143,1997-01-01,Balcad,,,1.595,,,,,5.0,,
144,1997-01-01,Baraawe,,,75.0,,,,,,,
145,1997-01-01,Baidoa,,,,,,,,2.1,,
146,1997-01-01,Belet Weyne,,,217.0,,,,,420.0,,
147,1997-01-01,Belet Xaawo,,,,,,,,1.0,,
148,1997-01-01,Borama,,,,,,,,,,
149,1997-01-01,Bu'aale,,,157.0,,,,,591.0,,
150,1997-01-01,Bulo Burto,,,1.558,,,,,2.64,,
151,1997-01-01,Burco,,,,,,,,,,
152,1997-01-01,Buur Hakaba,,,,,,,,421.0,,
153,1997-01-01,Cadale,,,,,,,,,,
154,1997-01-01,Ceel Buur,,,,,,,,,,
155,1997-01-01,Ceel Dheer,,,,,,,,,,
156,1997-01-01,Diinsoor,,,,,,,,946.0,,
157,1997-01-01,Doolow,,,8.0,,,,,,,
158,1997-01-01,Ceel Barde,,,,,,,,,,
159,1997-01-01,Garbahaarey,,,7.0,,,,,42.0,,
160,1997-01-01,Gebiley,,,,,,,,,,
161,1997-01-01,Baki,,,,,,,,,,
162,1997-01-01,Hargeysa,,,,,,,,,,
163,1997-01-01,Hobyo,,,,,,,,,,
164,1997-01-01,Jalalaqsi,,,540.0,,,,,670.0,,
165,1997-01-01,Jamaame,,,2.128,,,,,,,
166,1997-01-01,Jilib,,,1.565,,,,,1.0,,
167,1997-01-01,Jowhar,,,3.976,,,,,288.0,,
168,1997-01-01,Kismaayo,,,76.0,,,,,3.0,,
169,1997-01-01,Kurtunwaarey,,,54.0,,,,,,,
170,1997-01-01,Luuq,,,24.0,,,,,7.0,,
171,1997-01-01,Marka,,,4.576,,,,,4.0,,
172,1997-01-01,Owdweyne,,,,,,,,,,
173,1997-01-01,Qansax Dheere,,,,,,,,3.683,,
174,1997-01-01,Qoryooley,,,10.897,,,,,102.0,,
175,1997-01-01,Rab Dhuure,,,,,,,,,,
176,1997-01-01,Saakow,,,315.0,,,,,1.029,,
177,1997-01-01,Sablaale,,,38.0,,,,,,,
178,1997-01-01,Sheikh,,,,,,,,,,
179,1997-01-01,Tayeeglow,,,12.0,,,,,301.0,,
180,1997-01-01,Waajid,,,,,,,,204.0,,
181,1997-01-01,Wanla Weyn,,,28.0,,,,,128.0,,
182,1997-01-01,Xarardheere,,,,,,,,,,
183,1997-01-01,Xudur,,,30.0,,,,,158.0,,
184,1997-07-01,Adan Yabaal,,,,,,,,,,
185,1997-07-01,Afgooye,,,13.282,,,,,98.0,,
186,1997-07-01,Afmadow,,,,,,,,,,
187,1997-07-01,Baardheere,,,6.328,,,,,15.7,,
188,1997-07-01,Badhaadhe,,,,,,,,,,
189,1997-07-01,Balcad,,,3.062,,,,,3.125,,
190,1997-07-01,Baraawe,,,256.0,,,,,,,
191,1997-07-01,Baidoa,,,50.0,,,,,19.287,,
192,1997-07-01,Belet Weyne,,,1.82,,,,,2.885,,
193,1997-07-01,Belet Xaawo,,,379.0,,,,,398.0,,
194,1997-07-01,Borama,,,,,,,,,,
195,1997-07-01,Bu'aale,,,2.119,,,,,719.0,,
196,1997-07-01,Bulo Burto,,,323.0,,,,,1.073,,
197,1997-07-01,Burco,,,,,,,,,,
198,1997-07-01,Buur Hakaba,,,50.0,,,,,9.271,,
199,1997-07-01,Cadale,,,,,,,,,,
200,1997-07-01,Ceel Buur,,,,,,,,,,
201,1997-07-01,Ceel Dheer,,,,,,,,,,
202,1997-07-01,Diinsoor,,,44.0,,,,,11.33,,
203,1997-07-01,Doolow,,,245.0,,,,,207.0,,
204,1997-07-01,Ceel Barde,,,,,,,,,,
205,1997-07-01,Garbahaarey,,,24.0,,,,,20.0,,
206,1997-07-01,Gebiley,,,,,,,,,,
207,1997-07-01,Baki,,,,,,,,483.0,,
208,1997-07-01,Hargeysa,,,,,,,,,,
209,1997-07-01,Hobyo,,,,,,,,,,
210,1997-07-01,Jalalaqsi,,,292.0,,,,,710.0,,
211,1997-07-01,Jamaame,,,10.504,,,,,,,
212,1997-07-01,Jilib,,,8.803,,,,,9.0,,
213,1997-07-01,Jowhar,,,12.147,,,,,4.424,,
214,1997-07-01,Kismaayo,,,1.73,,,,,24.0,,
215,1997-07-01,Kurtunwaarey,,,6.684,,,,,,,
216,1997-07-01,Luuq,,,82.0,,,,,65.0,,
217,1997-07-01,Marka,,,23.14,,,,,33.0,,
218,1997-07-01,Owdweyne,,,,,,,,,,
219,1997-07-01,Qansax Dheere,,,140.0,,,,,19.932,,
220,1997-07-01,Qoryooley,,,15.631,,,,,615.0,,
221,1997-07-01,Rab Dhuure,,,,,,,,,,
222,1997-07-01,Saakow,,,1.712,,,,,5.658,,
223,1997-07-01,Sablaale,,,129.0,,,,,,,
224,1997-07-01,Sheikh,,,,,,,,,,
225,1997-07-01,Tayeeglow,,,216.0,,,,,1.491,,
226,1997-07-01,Waajid,,,23.0,,,,,575.0,,
227,1997-07-01,Wanla Weyn,,,328.0,,,,,8.827,,
228,1997-07-01,Xarardheere,,,,,,,,,,
229,1997-07-01,Xudur,,,150.0,,,,,701.0,,
230,1998-01-01,Adan Yabaal,,,,,,,,,,
231,1998-01-01,Afgooye,,,680.0,,,,,3.35,,
232,1998-01-01,Afmadow,,,,,,,,,,
233,1998-01-01,Baardheere,,,630.0,,,,,475.0,,
234,1998-01-01,Badhaadhe,,,84.0,,,,,,,
235,1998-01-01,Balcad,,,680.0,,,,,744.0,,
236,1998-01-01,Baraawe,,,380.0,,,,,15.0,,
237,1998-01-01,Baidoa,,,,,,,,10.363,,
238,1998-01-01,Belet Weyne,,,1.6,,,,,229.0,,
239,1998-01-01,Belet Xaawo,,,20.0,,,,,19.0,,
240,1998-01-01,Borama,,,,,,,,,,
241,1998-01-01,Bu'aale,,,1.96,,,,,259.0,,
242,1998-01-01,Bulo Burto,,,360.0,,,,,1.648,,
243,1998-01-01,Burco,,,,,,,,,,
244,1998-01-01,Buur Hakaba,,,,,,,,8.544,,
245,1998-01-01,Cadale,,,,,,,,,,
246,1998-01-01,Ceel Buur,,,,,,,,,,
247,1998-01-01,Ceel Dheer,,,,,,,,,,
248,1998-01-01,Diinsoor,,,,,,,,3.452,,
249,1998-01-01,Doolow,,,60.0,,,,,7.0,,
250,1998-01-01,Ceel Barde,,,,,,,,,,
251,1998-01-01,Garbahaarey,,,,,,,,26.0,,
252,1998-01-01,Gebiley,,,,,,,,,,
253,1998-01-01,Baki,,,700.0,,,,,700.0,,
254,1998-01-01,Hargeysa,,,,,,,,,,
255,1998-01-01,Hobyo,,,,,,,,,,
256,1998-01-01,Jalalaqsi,,,500.0,,,,,692.0,,
257,1998-01-01,Jamaame,,,194.0,,,,,120.0,,
258,1998-01-01,Jilib,,,200.0,,,,,8.0,,
259,1998-01-01,Jowhar,,,2.38,,,,,1.109,,
260,1998-01-01,Kismaayo,,,233.0,,,,,20.0,,
261,1998-01-01,Kurtunwaarey,,,100.0,,,,,50.0,,
262,1998-01-01,Luuq,,,,,,,,166.0,,
263,1998-01-01,Marka,,,520.0,,,,,18.0,,
264,1998-01-01,Owdweyne,,,,,,,,,,
265,1998-01-01,Qansax Dheere,,,50.0,,,,,7.578,,
266,1998-01-01,Qoryooley,,,2.76,,,,,62.0,,
267,1998-01-01,Rab Dhuure,,,,,,,,,,
268,1998-01-01,Saakow,,,1.47,,,,,1.421,,
269,1998-01-01,Sablaale,,,95.0,,,,,,,
270,1998-01-01,Sheikh,,,,,,,,,,
271,1998-01-01,Tayeeglow,,,60.0,,,,,788.0,,
272,1998-01-01,Waajid,,,25.0,,,,,180.0,,
273,1998-01-01,Wanla Weyn,,,150.0,,,,,1.79,,
274,1998-01-01,Xarardheere,,,,,,,,,,
275,1998-01-01,Xudur,,,143.0,,,,,665.0,,
276,1998-07-01,Adan Yabaal,,,,,,,,,,
277,1998-07-01,Afgooye,,,8.0,,,,,,,
278,1998-07-01,Afmadow,,,1.081,,,,,,,
279,1998-07-01,Baardheere,,,2.11,,,,,850.0,,
280,1998-07-01,Badhaadhe,,,1.021,,,,,,,
281,1998-07-01,Balcad,,,2.778,,,,,450.0,,
282,1998-07-01,Baraawe,,,507.0,,,,,,,
283,1998-07-01,Baidoa,,,50.0,,,,,3.6,,
284,1998-07-01,Belet Weyne,,,1.545,,,,,40.0,,
285,1998-07-01,Belet Xaawo,,,854.0,,,,,100.0,,
286,1998-07-01,Borama,,,615.0,,,,,1.4,,
287,1998-07-01,Bu'aale,,,2.874,,,,,112.0,,
288,1998-07-01,Bulo Burto,,,409.0,,,,,15.0,,
289,1998-07-01,Burco,,,,,,,,,,
290,1998-07-01,Buur Hakaba,,,100.0,,,,,3.0,,
291,1998-07-01,Cadale,,,,,,,,,,
292,1998-07-01,Ceel Buur,,,,,,,,,,
293,1998-07-01,Ceel Dheer,,,,,,,,,,
294,1998-07-01,Diinsoor,,,10.0,,,,,1.6,,
295,1998-07-01,Doolow,,,254.0,,,,,,,
296,1998-07-01,Ceel Barde,,,,,,,,20.0,,
297,1998-07-01,Garbahaarey,,,1.335,,,,,35.0,,
298,1998-07-01,Gebiley,,,1.53,,,,,6.44,,
299,1998-07-01,Baki,,,1.346,,,,,,,
300,1998-07-01,Hargeysa,,,1.005,,,,,1.8,,
301,1998-07-01,Hobyo,,,,,,,,,,
302,1998-07-01,Jalalaqsi,,,673.0,,,,,12.0,,
303,1998-07-01,Jamaame,,,6.251,,,,,,,
304,1998-07-01,Jilib,,,9.85,,,,,,,
305,1998-07-01,Jowhar,,,6.381,,,,,750.0,,
306,1998-07-01,Kismaayo,,,2.06,,,,,,,
307,1998-07-01,Kurtunwaarey,,,5.352,,,,,,,
308,1998-07-01,Luuq,,,811.0,,,,,30.0,,
309,1998-07-01,Marka,,,15.552,,,,,,,
310,1998-07-01,Owdweyne,,,,,,,,,,
311,1998-07-01,Qansax Dheere,,,50.0,,,,,2.75,,
312,1998-07-01,Qoryooley,,,9.981,,,,,90.0,,
313,1998-07-01,Rab Dhuure,,,,,,,,25.0,,
314,1998-07-01,Saakow,,,1.97,,,,,960.0,,
315,1998-07-01,Sablaale,,,854.0,,,,,,,
316,1998-07-01,Sheikh,,,,,,,,,,
317,1998-07-01,Tayeeglow,,,,,,,,250.0,,
318,1998-07-01,Waajid,,,,,,,,200.0,,
319,1998-07-01,Wanla Weyn,,,10.0,,,,,6.72,,
320,1998-07-01,Xarardheere,,,,,,,,,,
321,1998-07-01,Xudur,,,75.0,,,,,300.0,,
322,1999-01-01,Adan Yabaal,,,,,,,,,,
323,1999-01-01,Afgooye,,,4.651,,,,,1.8,,
324,1999-01-01,Afmadow,,,180.0,,,,,,,
325,1999-01-01,Baardheere,,,2.291,,,,,440.0,,
326,1999-01-01,Badhaadhe,,,,,,,,,,
327,1999-01-01,Balcad,,,1.382,,,,,1.5,,
328,1999-01-01,Baraawe,,,468.0,,,,,,,
329,1999-01-01,Baidoa,,,,,,,,4.8,,
330,1999-01-01,Belet Weyne,,,3.521,,,,,3.6,,
331,1999-01-01,Belet Xaawo,,,961.0,,,,,,,
332,1999-01-01,Borama,,,,,,,,,,
333,1999-01-01,Bu'aale,,,378.0,,,,,210.0,,
334,1999-01-01,Bulo Burto,,,1.642,,,,,1.8,,
335,1999-01-01,Burco,,,,,,,,,,
336,1999-01-01,Buur Hakaba,,,,,,,,2.7,,
337,1999-01-01,Cadale,,,,,,,,,,
338,1999-01-01,Ceel Buur,,,,,,,,,,
339,1999-01-01,Ceel Dheer,,,,,,,,,,
340,1999-01-01,Diinsoor,,,,,,,,2.0,,
341,1999-01-01,Doolow,,,657.0,,,,,,,
342,1999-01-01,Ceel Barde,,,,,,,,,,
343,1999-01-01,Garbahaarey,,,474.0,,,,,40.0,,
344,1999-01-01,Gebiley,,,,,,,,,,
345,1999-01-01,Baki,,,750.0,,,,,,,
346,1999-01-01,Hargeysa,,,,,,,,,,
347,1999-01-01,Hobyo,,,,,,,,,,
348,1999-01-01,Jalalaqsi,,,1.493,,,,,720.0,,
349,1999-01-01,Jamaame,,,682.0,,,,,,,
350,1999-01-01,Jilib,,,1.346,,,,,75.0,,
351,1999-01-01,Jowhar,,,2.945,,,,,2.25,,
352,1999-01-01,Kismaayo,,,236.0,,,,,,,
353,1999-01-01,Kurtunwaarey,,,3.106,,,,,,,
354,1999-01-01,Luuq,,,1.397,,,,,,,
355,1999-01-01,Marka,,,12.0,,,,,60.0,,
356,1999-01-01,Owdweyne,,,,,,,,,,
357,1999-01-01,Qansax Dheere,,,,,,,,3.0,,
358,1999-01-01,Qoryooley,,,5.846,,,,,360.0,,
359,1999-01-01,Rab Dhuure,,,,,,,,,,
360,1999-01-01,Saakow,,,316.0,,,,,600.0,,
361,1999-01-01,Sablaale,,,1.474,,,,,,,
362,1999-01-01,Sheikh,,,,,,,,,,
363,1999-01-01,Tayeeglow,,,60.0,,,,,925.0,,
364,1999-01-01,Waajid,,,,,,,,,,
365,1999-01-01,Wanla Weyn,,,54.0,,,,,3.92,,
366,1999-01-01,Xarardheere,,,,,,,,,,
367,1999-01-01,Xudur,,,50.0,,,,,200.0,,
368,1999-07-01,Adan Yabaal,,,,,,,,,,
369,1999-07-01,Afgooye,,,16.32,,,,,,,
370,1999-07-01,Afmadow,,,1.52,,,,,105.0,,
371,1999-07-01,Baardheere,,,3.04,,,,,1.2,,
372,1999-07-01,Badhaadhe,,,455.0,,,,,60.0,,
373,1999-07-01,Balcad,,,1.5,,,,,120.0,,
374,1999-07-01,Baraawe,,,960.0,,,,,,,
375,1999-07-01,Baidoa,,,150.0,,,,,7.35,,
376,1999-07-01,Belet Weyne,,,1.6,,,,,3.0,,
377,1999-07-01,Belet Xaawo,,,360.0,,,,,10.0,,
378,1999-07-01,Borama,,,1.136,,,,,2.513,,
379,1999-07-01,Bu'aale,,,2.32,,,,,600.0,,
380,1999-07-01,Bulo Burto,,,1.05,,,,,400.0,,
381,1999-07-01,Burco,,,,,,,,,,
382,1999-07-01,Buur Hakaba,,,80.0,,,,,2.43,,
383,1999-07-01,Cadale,,,,,,,,,,
384,1999-07-01,Ceel Buur,,,,,,,,,,
385,1999-07-01,Ceel Dheer,,,,,,,,,,
386,1999-07-01,Diinsoor,,,1.1,,,,,4.625,,
387,1999-07-01,Doolow,,,240.0,,,,,,,
388,1999-07-01,Ceel Barde,,,3.0,,,,,30.0,,
389,1999-07-01,Garbahaarey,,,208.0,,,,,30.0,,
390,1999-07-01,Gebiley,,,4.036,,,,,8.98,,
391,1999-07-01,Baki,,,880.0,,,,,,,
392,1999-07-01,Hargeysa,,,1.78,,,,,3.112,,
393,1999-07-01,Hobyo,,,,,,,,,,
394,1999-07-01,Jalalaqsi,,,900.0,,,,,280.0,,
395,1999-07-01,Jamaame,,,5.17,,,,,,,
396,1999-07-01,Jilib,,,5.28,,,,,210.0,,
397,1999-07-01,Jowhar,,,2.4,,,,,540.0,,
398,1999-07-01,Kismaayo,,,880.0,,,,,,,
399,1999-07-01,Kurtunwaarey,,,8.81,,,,,,,
400,1999-07-01,Luuq,,,630.0,,,,,80.0,,
401,1999-07-01,Marka,,,22.6,,,,,,,
402,1999-07-01,Owdweyne,,,24.0,,,,,240.0,,
403,1999-07-01,Qansax Dheere,,,840.0,,,,,4.425,,
404,1999-07-01,Qoryooley,,,14.08,,,,,30.0,,
405,1999-07-01,Rab Dhuure,,,14.0,,,,,375.0,,
406,1999-07-01,Saakow,,,1.12,,,,,1.8,,
407,1999-07-01,Sablaale,,,2.5,,,,,,,
408,1999-07-01,Sheikh,,,,,,,,,,
409,1999-07-01,Tayeeglow,,,10.0,,,,,600.0,,
410,1999-07-01,Waajid,,,20.0,,,,,500.0,,
411,1999-07-01,Wanla Weyn,,,,,,,,2.835,,
412,1999-07-01,Xarardheere,,,,,,,,,,
413,1999-07-01,Xudur,,,8.0,,,,,200.0,,
414,2000-01-01,Adan Yabaal,,,,,,,,,,
415,2000-01-01,Afgooye,,,11.64,,,,,7.8,,
416,2000-01-01,Afmadow,,,600.0,,,,,100.0,,
417,2000-01-01,Baardheere,,,3.78,,,,,375.0,,
418,2000-01-01,Badhaadhe,,,360.0,,,,,60.0,,
419,2000-01-01,Balcad,,,2.4,,,,,960.0,,
420,2000-01-01,Baraawe,,,1.38,,,,,,,
421,2000-01-01,Baidoa,,,,,,,,12.0,,
422,2000-01-01,Belet Weyne,,,675.0,,,,,1.4,,
423,2000-01-01,Belet Xaawo,,,350.0,,,,,,,
424,2000-01-01,Borama,,,,,,,,,,
425,2000-01-01,Bu'aale,,,420.0,,,,,600.0,,
426,2000-01-01,Bulo Burto,,,500.0,,,,,1.82,,
427,2000-01-01,Burco,,,,,,,,,,
428,2000-01-01,Buur Hakaba,,,,,,,,1.0,,
429,2000-01-01,Cadale,,,,,,,,,,
430,2000-01-01,Ceel Buur,,,,,,,,,,
431,2000-01-01,Ceel Dheer,,,,,,,,,,
432,2000-01-01,Diinsoor,,,,,,,,5.1,,
433,2000-01-01,Doolow,,,300.0,,,,,,,
434,2000-01-01,Ceel Barde,,,,,,,,,,
435,2000-01-01,Garbahaarey,,,165.0,,,,,3.0,,
436,2000-01-01,Gebiley,,,,,,,,,,
437,2000-01-01,Baki,,,280.0,,,,,320.0,,
438,2000-01-01,Hargeysa,,,,,,,,,,
439,2000-01-01,Hobyo,,,,,,,,,,
440,2000-01-01,Jalalaqsi,,,780.0,,,,,825.0,,
441,2000-01-01,Jamaame,,,2.1,,,,,,,
442,2000-01-01,Jilib,,,1.89,,,,,320.0,,
443,2000-01-01,Jowhar,,,8.0,,,,,2.8,,
444,2000-01-01,Kismaayo,,,400.0,,,,,,,
445,2000-01-01,Kurtunwaarey,,,4.5,,,,,,,
446,2000-01-01,Luuq,,,720.0,,,,,6.0,,
447,2000-01-01,Marka,,,13.23,,,,,200.0,,
448,2000-01-01,Owdweyne,,,,,,,,,,
449,2000-01-01,Qansax Dheere,,,,,,,,3.0,,
450,2000-01-01,Qoryooley,,,5.22,,,,,90.0,,
451,2000-01-01,Rab Dhuure,,,,,,,,,,
452,2000-01-01,Saakow,,,360.0,,,,,2.448,,
453,2000-01-01,Sablaale,,,1.54,,,,,,,
454,2000-01-01,Sheikh,,,,,,,,,,
455,2000-01-01,Tayeeglow,,,,,,,,23.0,,
456,2000-01-01,Waajid,,,,,,,,80.0,,
457,2000-01-01,Wanla Weyn,,,,,,,,5.25,,
458,2000-01-01,Xarardheere,,,,,,,,,,
459,2000-01-01,Xudur,,,,,,,,10.0,,
460,2000-07-01,Adan Yabaal,,,,,,,,90.0,,
461,2000-07-01,Afgooye,,,16.25,,,,,250.0,,
462,2000-07-01,Afmadow,,,255.0,,,,,20.0,,
463,2000-07-01,Baardheere,,,2.73,,,,,2.8,,
464,2000-07-01,Badhaadhe,,,880.0,,,,,220.0,,
465,2000-07-01,Balcad,,,3.6,,,,,1.8,,
466,2000-07-01,Baraawe,,,1.275,,,,,,,
467,2000-07-01,Baidoa,,,400.0,,,,,25.9,,
468,2000-07-01,Belet Weyne,,,800.0,,,,,3.2,,
469,2000-07-01,Belet Xaawo,,,300.0,,,,,40.0,,
470,2000-07-01,Borama,,,500.0,,,,,2.04,,
471,2000-07-01,Bu'aale,,,1.5,,,,,390.0,,
472,2000-07-01,Bulo Burto,,,700.0,,,,,1.75,,
473,2000-07-01,Burco,,,,,,,,,,
474,2000-07-01,Buur Hakaba,,,200.0,,,,,12.5,,
475,2000-07-01,Cadale,,,,,,,,48.0,,
476,2000-07-01,Ceel Buur,,,,,,,,,,
